original,text,category,doi,similarity
Subthemes include digital exclusion and technology to self-manage and self-educate.,Community health programs often rely on in-person workshops to teach skills for managing chronic disease.,distant,10.1111/hex.14046,0.6644441716631233
Subthemes include digital exclusion and technology to self-manage and self-educate.,Public libraries are increasingly offering digital literacy classes to help patrons navigate online resources.,distant,10.1111/hex.14046,0.695675005217189
Subthemes include digital exclusion and technology to self-manage and self-educate.,Government initiatives to improve infrastructure frequently target underdeveloped areas with limited communication networks.,distant,10.1111/hex.14046,0.6572606011291329
Subthemes include digital exclusion and technology to self-manage and self-educate.,Nonprofit organisations sometimes provide refurbished laptops to support job seekers in low-income communities.,distant,10.1111/hex.14046,0.662068435810501
Subthemes include digital exclusion and technology to self-manage and self-educate.,The migration patterns of Arctic terns involve annual journeys spanning thousands of miles between breeding and feeding grounds.,unrelated,10.1111/hex.14046,0.6209294393559622
Subthemes include digital exclusion and technology to self-manage and self-educate.,Renaissance painters often employed linear perspective to create an illusion of depth and realism in their artworks.,unrelated,10.1111/hex.14046,0.6123299597195508
Subthemes include digital exclusion and technology to self-manage and self-educate.,Quantum entanglement describes a phenomenon where particles remain correlated regardless of the distance separating them.,unrelated,10.1111/hex.14046,0.6300480366237688
Subthemes include digital exclusion and technology to self-manage and self-educate.,"Economic recessions can be triggered by diverse factors such as market speculation, geopolitical tensions, and resource shortages.",unrelated,10.1111/hex.14046,0.6295319977162233
Subthemes include digital exclusion and technology to self-manage and self-educate.,"Volcanic eruptions result from the movement of molten rock, gases, and ash from beneath Earth's crust to the surface.",unrelated,10.1111/hex.14046,0.6339652467300725
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","The subthemes comprise social isolation and diminished social capital, exclusion linked to specific areas, economic exclusion, and stigma related to health.",same,10.1111/hex.14046,0.9196305808103395
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Identified subthemes are social isolation, reduced social capital, exclusion based on locality, economic exclusion, and health-related stigma.",same,10.1111/hex.14046,0.8965647129575717
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Subthemes consist of social isolation, low social capital, area-specific exclusion, economic exclusion, and health-associated stigma.",same,10.1111/hex.14046,0.9390085181622014
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","The subthemes noted include social isolation, limited social capital, geographic exclusion, economic exclusion, and health stigma.",same,10.1111/hex.14046,0.9154063745543324
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Observed subthemes encompass social isolation, decreased social capital, area-based exclusion, economic exclusion, and stigma connected to health.",same,10.1111/hex.14046,0.9103478518028483
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Key aspects highlighted were limited social networks and isolation, geographical marginalisation, financial disadvantage, and stigma tied to health issues.",close,10.1111/hex.14046,0.7762081469230185
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Related threads involved withdrawal from social connections, neighbourhood-level marginalisation, economic hardship, and discrimination based on health status.",close,10.1111/hex.14046,0.7801035958349565
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","The study noted themes of reduced social ties and isolation, localised exclusion, restricted economic opportunities, and prejudice associated with health conditions.",close,10.1111/hex.14046,0.7775209193465811
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Important subtopics comprised social disconnection and weak community relations, exclusion linked to specific areas, monetary deprivation, and health-related stereotyping.",close,10.1111/hex.14046,0.804938158862317
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Findings identified social isolation and diminished community capital, residential exclusion, economic marginalisation, and negative perceptions due to health problems.",close,10.1111/hex.14046,0.7716525081689626
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Participants emphasised the emotional strain of being cut off from community life, alongside the difficulties in securing stable work and accessing adequate healthcare.",diverging,10.1111/hex.14046,0.7155367033753645
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Key issues raised involved living in neighbourhoods with limited opportunities, experiencing prejudice tied to health status, and coping with reduced personal networks.",diverging,10.1111/hex.14046,0.7518131497968498
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","The discussion shifted toward how physical remoteness, poor local infrastructure, and discrimination based on illness combined to diminish overall wellbeing.",diverging,10.1111/hex.14046,0.7161708346346009
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Interviewees spoke about barriers in employment markets, limited neighbourhood support systems, and the marginalisation faced by those with chronic conditions.",diverging,10.1111/hex.14046,0.7087157489991687
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Themes emerged around geographic isolation, restricted access to social and economic resources, and the social consequences of visible health challenges.",diverging,10.1111/hex.14046,0.7686943334321679
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Community centres have struggled to attract volunteers in recent years, leading to reduced program availability for local residents.",distant,10.1111/hex.14046,0.6640226999061358
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.",Urban development plans increasingly emphasise walkability and green spaces as a means of improving overall quality of life.,distant,10.1111/hex.14046,0.6375902312041105
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","Many rural regions face challenges with access to reliable public transportation, limiting opportunities for travel and commerce.",distant,10.1111/hex.14046,0.679535225724674
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.",Small businesses report difficulty securing affordable retail space in city centres due to rising rental costs.,distant,10.1111/hex.14046,0.6468467794284589
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.",Public libraries are exploring digital lending initiatives to reach populations without easy access to physical branches.,distant,10.1111/hex.14046,0.6607557116480567
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.",Ancient Mesopotamian scribes developed complex systems of cuneiform writing to record trade transactions and legal decrees.,unrelated,10.1111/hex.14046,0.6089677601441327
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","In astrophysics, pulsars are rapidly rotating neutron stars that emit beams of electromagnetic radiation detectable on Earth.",unrelated,10.1111/hex.14046,0.6066917560608855
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.",The Impressionist painters of late 19th-century France often worked outdoors to capture natural light and transient atmospheric effects.,unrelated,10.1111/hex.14046,0.6179258213872323
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","In computational complexity theory, the P versus NP problem questions whether every problem whose solution can be verified quickly can also be solved quickly.",unrelated,10.1111/hex.14046,0.6022251706575921
"Subthemes include social isolation and low social capital, area-based exclusion, economic exclusion, and health-related stigma.","The process of fermentation allows yeast to convert sugars into ethanol and carbon dioxide, forming the basis of beer and wine production.",unrelated,10.1111/hex.14046,0.6249444594389661
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"Subthemes encompass activities that are cost-free or low-cost, along with strategies suited to culture and lifestyle.",same,10.1111/hex.14046,0.9304994756113856
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Subthemes incorporate both no-cost and inexpensive activities as well as culturally and lifestyle suitable approaches.,same,10.1111/hex.14046,0.8979329867180561
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Subthemes consist of free or low-cost activities in addition to strategies aligned with cultural and lifestyle needs.,same,10.1111/hex.14046,0.9020178063285551
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"Subthemes include activities requiring little or no cost, plus culturally and lifestyle relevant strategies.",same,10.1111/hex.14046,0.896563742843559
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Subthemes cover both cost-free and affordable activities and approaches appropriate to cultural and lifestyle contexts.,same,10.1111/hex.14046,0.8860724767698929
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Secondary themes cover affordable or no-cost options alongside strategies suited to participants’ cultural backgrounds and daily lives.,close,10.1111/hex.14046,0.7879879110931578
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"Key subthemes involve inexpensive or free activities, as well as approaches that fit individual lifestyles and cultural contexts.",close,10.1111/hex.14046,0.8697180169173842
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Identified subthemes focus on low-cost or cost-free pursuits and methods aligned with personal cultural identity and routine habits.,close,10.1111/hex.14046,0.8493912703035256
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"Among the subthemes are activities requiring little or no expenditure, paired with solutions that match both lifestyle and cultural norms.",close,10.1111/hex.14046,0.847694165627397
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,The analysis highlights subthemes of minimal-cost activities and tactics that are consistent with cultural traditions and everyday living patterns.,close,10.1111/hex.14046,0.8008478115304338
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"Some participants highlighted the importance of tailoring approaches to individual tastes and preferences, often prioritising enjoyment over affordability.",diverging,10.1111/hex.14046,0.69486609376721
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"Strategies discussed included those that built on traditional community practices, even when these required a moderate financial investment.",diverging,10.1111/hex.14046,0.7193260414715354
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"Themes emerged around activities that fostered social engagement or skill development, regardless of whether they were free or inexpensive.",diverging,10.1111/hex.14046,0.7081394244488113
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"A number of the methods were adapted from wellness trends popular in urban settings, with less emphasis on budget constraints.",diverging,10.1111/hex.14046,0.7460337417765974
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"In certain cases, participants selected options based on their alignment with personal values or sustainability principles, putting cost considerations secondary.",diverging,10.1111/hex.14046,0.7011004851410654
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Researchers found that municipal funding decisions often influenced the accessibility of community-based recreation programs.,distant,10.1111/hex.14046,0.6566148939717802
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Public health initiatives highlighted the need for targeted education campaigns to improve participation in preventive wellness activities.,distant,10.1111/hex.14046,0.6758547689330145
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Studies exploring urban planning noted that safe walking paths and green spaces were linked to improved physical activity rates.,distant,10.1111/hex.14046,0.6795092914751898
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Policy reports emphasized the role of subsidies in expanding access to nutritious food in underserved neighborhoods.,distant,10.1111/hex.14046,0.6746677838328553
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Survey data indicated a correlation between workplace flexibility policies and higher levels of employee engagement in leisure pursuits.,distant,10.1111/hex.14046,0.6700957741973843
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"In quantum mechanics, the wavefunction describes the probability distribution of a particle's position and momentum.",unrelated,10.1111/hex.14046,0.618811378457705
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,The Gothic Cathedral of Chartres is renowned for its stained glass windows and intricate stone carvings.,unrelated,10.1111/hex.14046,0.6065825896150446
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,"During the 19th century, the expansion of railroads significantly altered global trade patterns.",unrelated,10.1111/hex.14046,0.6061605060107493
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,The Fibonacci sequence is a series of numbers where each term is the sum of the two preceding terms.,unrelated,10.1111/hex.14046,0.6360470753884597
Subthemes include cost-free and low-cost activities and culturally and lifestyle appropriate strategies.,Mars rover missions have provided detailed geological maps of the planet’s surface.,unrelated,10.1111/hex.14046,0.6263963658426428
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Various prioritization approaches, such as focusing on a dominant illness, managing several illnesses to prevent negative outcomes, and lacking or having automatic prioritization processes.",same,10.1016/j.ijnsa.2024.100175,0.8633825845419407
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Different ways of prioritizing were noted, including placing emphasis on a primary illness, addressing multiple conditions to avert unfavourable results, and having no or implicit prioritization.",same,10.1016/j.ijnsa.2024.100175,0.8133493393741672
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Prioritization strategies ranged from concentrating on the most prominent illness, attending to multiple illnesses to forestall adverse effects, to having no prioritization or relying on automatic processes.",same,10.1016/j.ijnsa.2024.100175,0.8051299051852594
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Several prioritization patterns were identified: prioritizing a dominant illness, prioritizing multiple illnesses to avoid harmful consequences, and the absence or automatic nature of prioritization.",same,10.1016/j.ijnsa.2024.100175,0.8502508509419461
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Approaches to prioritization included focusing attention on the principal illness, managing several illnesses to prevent unwanted consequences, and either lacking or having automatic prioritization mechanisms.",same,10.1016/j.ijnsa.2024.100175,0.8116819848234018
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Varied approaches to prioritization were observed, such as focusing on the most severe condition, balancing attention across several conditions to prevent negative outcomes, and situations where prioritization was absent or occurred automatically.",close,10.1016/j.ijnsa.2024.100175,0.7938243844324633
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Participants described differing ways of setting priorities—emphasising one primary illness, managing multiple illnesses simultaneously to avert unwanted effects, or relying on habitual or no active prioritization at all.",close,10.1016/j.ijnsa.2024.100175,0.7880611845225307
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Prioritization strategies ranged from concentrating on a single dominant health issue, addressing several at once to reduce risk, to cases where decisions were made unconsciously or not made at all.",close,10.1016/j.ijnsa.2024.100175,0.7747998581313413
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Some managed by prioritizing one leading illness, others by distributing attention across multiple conditions to avoid harm, and some had no deliberate process or acted on autopilot.",close,10.1016/j.ijnsa.2024.100175,0.7845047974606025
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Approaches included focusing primarily on the illness perceived as most pressing, addressing multiple conditions to ward off adverse consequences, and instances of either automatic or absent prioritization.",close,10.1016/j.ijnsa.2024.100175,0.7764101964205561
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Participants often described balancing their attention between various health challenges, with some focusing on symptom relief while others sought to maintain overall daily functioning.",diverging,10.1016/j.ijnsa.2024.100175,0.7148198167342972
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Decision-making about health sometimes revolved around immediate needs, such as pain management, whereas long-term preventive measures were given less emphasis.",diverging,10.1016/j.ijnsa.2024.100175,0.6991196662047222
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Rather than engaging in deliberate prioritization, some individuals adapted spontaneously to changing health conditions, shifting their efforts based on momentary difficulties.",diverging,10.1016/j.ijnsa.2024.100175,0.7176692658150847
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Certain patients approached their care by concentrating on lifestyle adjustments that supported all conditions collectively, instead of isolating the most pressing illness.",diverging,10.1016/j.ijnsa.2024.100175,0.7008859070007448
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Some narratives highlighted the role of external pressures, such as family expectations or work demands, in shaping which health concerns received the most attention.",diverging,10.1016/j.ijnsa.2024.100175,0.6953228002557154
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.",Patients often relied on informal advice from peers when deciding how to manage their treatment schedules for chronic conditions.,distant,10.1016/j.ijnsa.2024.100175,0.6877978010549586
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.",Community health initiatives aimed to improve medication adherence through educational workshops at local centres.,distant,10.1016/j.ijnsa.2024.100175,0.6538313270850742
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.",Healthcare staff rotated responsibilities to ensure continuous coverage in busy clinics without overburdening any single team member.,distant,10.1016/j.ijnsa.2024.100175,0.6529721071867775
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","Digital tools were developed to help track symptoms and share data with clinicians, fostering better decision-making in remote care.",distant,10.1016/j.ijnsa.2024.100175,0.665812207816644
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.",Public policy reforms sought to enhance coordination between primary care providers and specialist hospitals to streamline referrals.,distant,10.1016/j.ijnsa.2024.100175,0.6487396962424403
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.",The migration patterns of monarch butterflies are influenced by seasonal changes and the availability of milkweed plants along their route.,unrelated,10.1016/j.ijnsa.2024.100175,0.6375105745232394
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","In quantum mechanics, the concept of wavefunction collapse describes the transition from a superposition of states to a single observable outcome.",unrelated,10.1016/j.ijnsa.2024.100175,0.6422118034320224
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.",Historical accounts suggest that the construction of the Great Wall of China involved the labor of hundreds of thousands over several centuries.,unrelated,10.1016/j.ijnsa.2024.100175,0.6209566714881048
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.","The process of fermentation converts sugars into alcohol and carbon dioxide, commonly used in brewing and winemaking industries.",unrelated,10.1016/j.ijnsa.2024.100175,0.6425113439293599
"Different prioritization processes including prioritizing a dominant illness, prioritizing multiple illnesses to avoid undesirable consequences, and absence of or automatic processes of prioritization.",Advancements in artificial intelligence have enabled more accurate natural language processing for applications like voice assistants and machine translation.,unrelated,10.1016/j.ijnsa.2024.100175,0.6421892635581472
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","The aspects of chronic pain that elevated it to a self-management priority included its uncontrollable and disabling character, constant presence, unpredictability, unpleasantness, and invisibility to others.",same,10.1016/j.ijnsa.2024.100175,0.8471925966622686
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Chronic pain was prioritised for self-management due to its uncontrollable, disabling qualities, constant occurrence, unpredictable patterns, unpleasant sensations, and the fact that it is unseen by others.",same,10.1016/j.ijnsa.2024.100175,0.8278006967859468
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Factors making chronic pain a key self-management focus were its uncontrollable and debilitating nature, continuous existence, unpredictable episodes, unpleasant experience, and its hiddenness from others.",same,10.1016/j.ijnsa.2024.100175,0.8400847203453816
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Chronic pain’s uncontrollable and disabling traits, ceaseless presence, unpredictable behaviour, unpleasantness, and invisibility to people around made it a central self-management concern.",same,10.1016/j.ijnsa.2024.100175,0.8209569235464899
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","The uncontrollable and disabling nature of chronic pain, its unending presence, unpredictability, unpleasantness, and lack of visibility to others were what made it a self-management priority.",same,10.1016/j.ijnsa.2024.100175,0.8433534492894893
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Chronic pain was prioritised for self-management because it was persistent, unpredictable, hard to control, often debilitating, perceived as unpleasant, and frequently unnoticed by others.",close,10.1016/j.ijnsa.2024.100175,0.8104508866143386
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Participants emphasised chronic pain’s relentless, unpredictable, and incapacitating qualities, its unpleasant sensations, and the fact that it is often invisible, as reasons for making it a key focus in self-care strategies.",close,10.1016/j.ijnsa.2024.100175,0.7757740880643144
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","The uncontrollable, debilitating, and ever-present nature of chronic pain, coupled with its unpredictability, unpleasantness, and lack of visible signs, drove its importance in self-management approaches.",close,10.1016/j.ijnsa.2024.100175,0.8099584450405952
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Chronic pain’s constant presence, difficult-to-control character, disabling effects, unpredictable episodes, unpleasant sensations, and hidden nature made it central to self-management efforts.",close,10.1016/j.ijnsa.2024.100175,0.8096590730502093
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","It was considered a priority for self-management due to chronic pain’s ongoing, uncontrollable, and incapacitating impact, combined with its unpredictability, unpleasantness, and invisibility to others.",close,10.1016/j.ijnsa.2024.100175,0.817016476175366
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Living with chronic pain often meant coping with its emotional consequences, such as isolation and frustration, which patients felt were just as urgent to address as the physical discomfort.",diverging,10.1016/j.ijnsa.2024.100175,0.7323542676554871
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Participants highlighted that stigma and disbelief from others created additional burdens, prompting them to develop strategies for communicating their experiences to gain understanding.",diverging,10.1016/j.ijnsa.2024.100175,0.668216275539997
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Rather than focusing solely on pain’s physical traits, individuals emphasised the need to manage its impact on sleep, mood, and overall quality of life.",diverging,10.1016/j.ijnsa.2024.100175,0.736299134059756
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","The unpredictability of flare-ups frequently disrupted social plans and work commitments, making adaptability an essential part of self-management.",diverging,10.1016/j.ijnsa.2024.100175,0.7026589515721735
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Patients spoke about how chronic pain forced them to reprioritise daily activities, with emphasis on balancing meaningful engagement and conserving energy.",diverging,10.1016/j.ijnsa.2024.100175,0.7222823358847945
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.",Patients with long-term illnesses often sought guidance on adapting daily routines to accommodate fluctuating symptoms.,distant,10.1016/j.ijnsa.2024.100175,0.6992680930748703
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.",Support groups played a role in helping individuals cope with psychological stress associated with persistent health conditions.,distant,10.1016/j.ijnsa.2024.100175,0.6990594576243039
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.",Limited access to specialised care created barriers for people managing complex ongoing medical needs.,distant,10.1016/j.ijnsa.2024.100175,0.6831835604938666
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.",Employment policies that offer flexible scheduling can improve quality of life for workers dealing with chronic fatigue.,distant,10.1016/j.ijnsa.2024.100175,0.6930118060707893
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Technological tools, such as symptom tracking apps, aided individuals in identifying patterns in their health experiences over time.",distant,10.1016/j.ijnsa.2024.100175,0.6885771415733901
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","Early Renaissance painters often employed linear perspective to create depth, using vanishing points to guide the viewer’s eye.",unrelated,10.1016/j.ijnsa.2024.100175,0.6133420065521649
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","The migration patterns of monarch butterflies span thousands of miles, involving multiple generations to complete the journey.",unrelated,10.1016/j.ijnsa.2024.100175,0.6116363559158471
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","In quantum computing, qubits can represent both 0 and 1 simultaneously, enabling parallel processing capabilities.",unrelated,10.1016/j.ijnsa.2024.100175,0.6225923413200314
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","The architectural design of suspension bridges relies on cables anchored at both ends, distributing weight efficiently.",unrelated,10.1016/j.ijnsa.2024.100175,0.6155085985887748
"Characteristics of chronic pain that made it a self-management priority: uncontrollable and disabling nature, omnipresence, unpredictability, unpleasantness, and invisibility to others.","During the Gold Rush, prospectors used pans and sluices to separate gold particles from river sediment.",unrelated,10.1016/j.ijnsa.2024.100175,0.5755197432043917
"Psychosocial factors influenced levels of engagement in self-management and prioritization processes, including social support and the patient-physician relationship.","Psychosocial factors affected the extent of participation in self-management and prioritization activities, encompassing social support and the patient-physician relationship.",same,10.1016/j.ijnsa.2024.100175,0.8947704726528332
"Psychosocial factors influenced levels of engagement in self-management and prioritization processes, including social support and the patient-physician relationship.","Levels of involvement in self-management and prioritization were shaped by psychosocial factors, such as social support and relationships between patients and physicians.",same,10.1016/j.ijnsa.2024.100175,0.8876039587216682
"Psychosocial factors influenced levels of engagement in self-management and prioritization processes, including social support and the patient-physician relationship.","Psychosocial influences impacted engagement in self-management and prioritization tasks, including the role of social support and interactions with the physician.",same,10.1016/j.ijnsa.2024.100175,0.8960964860805446
"Psychosocial factors influenced levels of engagement in self-management and prioritization processes, including social support and the patient-physician relationship.","Engagement in self-management and prioritizing was influenced by psychosocial elements, notably social support and the connection between patient and physician.",same,10.1016/j.ijnsa.2024.100175,0.8867496076350054
"Psychosocial factors influenced levels of engagement in self-management and prioritization processes, including social support and the patient-physician relationship.","Participation in self-management and prioritization processes was guided by psychosocial factors, including access to social support and the nature of the patient-physician relationship.",same,10.1016/j.ijnsa.2024.100175,0.876266717121259
"Psychosocial factors influenced levels of engagement in self-management and prioritization processes, including social support and the patient-physician relationship.","Social and interpersonal dynamics played a role in how patients engaged with self-care and made decisions about priorities, with support networks and doctor-patient interactions being significant influences.",close,10.1016/j.ijnsa.2024.100175,0.8046937270511074
