original,text,category,doi
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Participants stressed that discussing prognosis demands careful consideration of timing (not appropriate at diagnosis), should occur face-to-face, involve healthcare providers skilled in both expertise and emotional support, and be part of comprehensive care strategies that address both emotional and medical needs.",same,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","It was emphasized by participants that prognosis talks must be carefully timed (avoiding diagnosis moments), happen in person, with healthcare providers combining clinical expertise and empathetic support, integrated into holistic care plans covering emotional wellbeing and medical management.",same,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Participants underscored that for prognosis discussions, careful timing is essential (with diagnosis being an unsuitable time), delivery should be face-to-face, by knowledgeable healthcare providers with supportive skills, and must be incorporated into comprehensive plans that attend to emotional health alongside medical treatment.",same,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","According to participants, prognosis discussions require precise timing (not appropriate at the point of diagnosis), should be performed face-to-face, by healthcare professionals possessing both expertise and the ability to provide support, within care plans that comprehensively address emotional and medical aspects.",same,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Participants highlighted that conversations about prognosis should be timed appropriately — not during diagnosis — delivered in person by healthcare professionals who possess both expertise and empathetic skills, and embedded within holistic care plans that attend to emotional health as well as medical treatment.",close,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","It was noted by participants that discussing prognosis demands careful consideration of timing, avoiding diagnosis moments, and should be conducted face-to-face by knowledgeable healthcare providers skilled in emotional support, all incorporated into comprehensive plans balancing psychological and clinical care.",close,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Participants pointed out the importance of delaying prognosis discussions until after diagnosis, ensuring they happen in person, led by healthcare providers with both clinical knowledge and strong interpersonal skills, and included within integrated care strategies that address both emotional and physical aspects.",close,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","According to participants, prognosis talks require appropriate timing (not suitable at diagnosis), direct, face-to-face communication by expert and compassionate healthcare professionals, and need to be part of broad care programs that support emotional wellbeing alongside medical interventions.",close,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","The group emphasized that prognosis should be discussed at a carefully chosen time, not at diagnosis, with face-to-face delivery by healthcare practitioners who combine clinical expertise with supportiveness, integrated into balanced care plans focusing on emotional and medical needs.",close,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Participants highlighted the challenges of communicating prognosis, noting that trust in healthcare providers is crucial for effective conversations despite timing variations.",diverging,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Discussions around prognosis often conflicted with participants' desires for hope, leading to a focus on emotional support rather than detailed medical information.",diverging,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","While prognosis was important, many participants prioritized ongoing symptom management and practical care coordination over prognostic details.",diverging,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Participants reflected on how cultural beliefs influenced their acceptance of prognosis information, which shaped their engagement with healthcare providers.",diverging,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","The role of family involvement during prognosis discussions was emphasized by some participants as essential, shifting focus from individual to collective decision-making.",diverging,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Healthcare systems often struggle to coordinate interdisciplinary teams to deliver holistic care that spans medical, psychological, and social domains.",distant,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","The availability of mental health resources significantly impacts patient outcomes, particularly when integrated early in the treatment pathway.",distant,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Technological advances in telemedicine have improved access to healthcare, allowing patients to receive consultations remotely without compromising quality.",distant,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.",Training programs for medical professionals increasingly emphasize communication skills to enhance patient engagement and satisfaction.,distant,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.",Chronic disease management requires ongoing monitoring and adjustment of treatment plans to address fluctuating symptoms and patient needs.,distant,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.",Quantum computing leverages principles of superposition and entanglement to perform complex calculations beyond the capability of classical computers.,unrelated,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","The Renaissance period witnessed a flourishing of art and science, profoundly influencing the cultural development of Europe.",unrelated,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Photosynthesis is the process by which green plants convert sunlight into chemical energy, sustaining life on Earth.",unrelated,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.","Economic theories often explore the impact of market forces on supply and demand, shaping global financial systems.",unrelated,10.1371/journal.pone.0158982
"Participants emphasized that prognosis discussions require careful timing (inappropriate at diagnosis), face-to-face delivery, healthcare provider expertise combined with supportive skills, and integration within comprehensive care plans addressing emotional wellbeing alongside medical management.",The study of linguistic syntax involves analyzing sentence structure and the rules governing language formation.,unrelated,10.1371/journal.pone.0158982
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Family members act as essential support networks, helping with medication identification and administration, operating glucometers, recognizing hypoglycemia symptoms, and understanding initial diabetes diagnosis. Nonetheless, social events pose challenges to dietary adherence, as culturally inappropriate foods prevail, and patients sometimes miss medications during family gatherings.",same,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Relatives play a vital role as support systems by assisting in medicine identification and administration, glucometer use, hypoglycemia symptom detection, and awareness of initial diabetes diagnosis. However, maintaining dietary compliance is difficult at social gatherings due to predominance of culturally unsuitable foods, and patients may occasionally omit medications during family functions.",same,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Family members provide crucial support by aiding in identifying and administering medicine, managing glucometers, recognizing symptoms of hypoglycemia, and being alert to initial diabetes diagnosis. Despite this, social occasions challenge diet adherence since culturally inappropriate foods are common, causing some patients to skip medications during family events.",same,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","As key support systems, family members help with medicine identification and delivery, glucometer operation, recognizing hypoglycemia symptoms, and initial diabetes diagnosis awareness. Social gatherings, however, create difficulties for dietary adherence because culturally inappropriate foods are dominant, and patients sometimes forgo medications during family get-togethers.",same,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Family members serve as fundamental support networks that assist with medication identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. Still, social events pose difficulties for adhering to diet plans due to the dominance of culturally unsuitable foods, and patients occasionally miss medications at family gatherings.",same,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Relatives play an essential role in supporting patients by helping identify medications, manage glucometers, recognize symptoms of hypoglycemia, and understand the initial diagnosis of diabetes. Yet, social events can challenge adherence to diet because traditional foods may not fit dietary needs, and sometimes patients omit their medications during family occasions.",close,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Family members act as vital support networks, aiding in identifying medications, using glucometers, detecting hypoglycemia signs, and being aware of the initial diagnosis of diabetes. Nonetheless, maintaining dietary restrictions is difficult at social gatherings where customary foods are predominant, and medication is occasionally skipped during such family events.",close,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Support from family includes assisting with medication recognition and administration, glucometer use, hypoglycemia symptom detection, and awareness of an initial diabetes diagnosis. However, adherence to diet is often compromised during social events dominated by culturally inappropriate foods, and patients sometimes miss their medications during these family gatherings.",close,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Close family members provide important support by helping with medicine identification and management, glucometer operation, spotting hypoglycemia symptoms, and understanding diabetes diagnosis. Still, social occasions pose challenges to following dietary guidelines because culturally traditional foods are usually served, and patients may skip medications during family functions.",close,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Family support is crucial for managing medication, operating glucometers, recognizing signs of hypoglycemia, and grasping the initial diagnosis of diabetes. Despite this, social events present obstacles to dietary compliance due to the presence of culturally unsuitable foods and occasional non-adherence to medication during family gatherings.",close,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","While family members play a role in supporting diabetes management, many patients find that social events complicate maintaining a diabetic diet, leading to both dietary lapses and irregular medication routines.",diverging,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Patients often rely on family support for managing their diabetes, yet cultural food preferences at gatherings can lead to difficulties in maintaining proper nutrition and sticking to prescribed treatments.",diverging,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","The involvement of family in diabetes care can be inconsistent, with challenges arising during social occasions where patients may neglect dietary guidelines and medication schedules due to cultural expectations.",diverging,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.",Managing diabetes involves not only family assistance with treatment tasks but also navigating cultural pressures at social events that sometimes prompt skipping medications or consuming unsuitable foods.,diverging,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Although family provides important assistance in recognizing symptoms and medication management, diabetes patients frequently encounter obstacles in adhering to their regimen during social occasions dominated by non-diabetic cultural foods.",diverging,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Healthcare professionals often face difficulties in ensuring patients understand how to use medical devices correctly, impacting treatment outcomes.",distant,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","Cultural influences play a significant role in shaping dietary habits, which can affect the management of chronic illnesses in various communities.",distant,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.",Community-based education programs have been implemented to raise awareness about the risks and symptoms associated with diabetes.,distant,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.",Effective communication between patients and healthcare providers is essential to tailor treatment plans that accommodate individual lifestyle needs.,distant,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.",Support groups provide valuable opportunities for people with chronic diseases to share experiences and coping strategies.,distant,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","The Renaissance era marked a profound transformation in art, characterized by the revival of classical themes and techniques, leading to masterpieces that emphasized humanism and proportion.",unrelated,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.",Quantum computing relies on principles of superposition and entanglement to perform complex calculations far beyond the capabilities of classical computers.,unrelated,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","In marine biology, coral reef ecosystems are studied for their biodiversity and the impacts of climate change on their health and survival.",unrelated,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.","The architecture of Gothic cathedrals features pointed arches, ribbed vaults, and flying buttresses to create soaring, light-filled spaces.",unrelated,10.3389/fendo.2020.534873
"Family members serve as critical support systems, assisting with medicine identification and administration, glucometer operation, hypoglycemia symptom recognition, and initial diabetes diagnosis awareness. However, social gatherings present dietary adherence challenges as culturally unsuitable foods dominate, and patients occasionally skip medications during family events.",Economic theories often debate the impact of inflation on employment rates and the interplay between fiscal and monetary policies.,unrelated,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Physician counseling plays a crucial role in medication adherence, adoption of exercise, and comprehension of dietary changes. However, experiences varied—some patients received detailed education on managing hypoglycemia, whereas others had only limited guidance. Patients attended appointments inconsistently, mainly to obtain free medications or handle emergencies instead of for regular checkups.",same,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Counseling by physicians significantly affects patients’ medication adherence, exercise uptake, and understanding of dietary modifications. Varied experiences were reported—while some were thoroughly educated on hypoglycemia management, others got minimal instruction. Patients’ appointment attendance was irregular, often motivated by the need for free drugs or emergency care rather than scheduled visits.",same,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","The influence of physician counseling on medication compliance, exercise adoption, and dietary modification comprehension is substantial. Yet, experiences differed: some patients were well educated about hypoglycemia management, and others received scant advice. Patient visits were irregular, primarily aimed at securing free medicines or emergency treatment instead of routine appointments.",same,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Physician guidance markedly impacts adherence to medication, engagement in exercise, and understanding dietary changes. Nonetheless, patients’ experiences varied—some obtained thorough hypoglycemia management education, others minimal. Appointments were attended sporadically, mostly when patients sought free medication or emergency aid instead of routine care.",same,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Effective physician counseling significantly shapes medication adherence, exercise behavior, and dietary modification understanding. Still, experiences differed, with some patients getting comprehensive training in hypoglycemia management, others minimal support. Patients irregularly attended appointments, primarily for free drugs or emergencies, seldom for routine checkups.",same,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Physician guidance plays a key role in promoting medication adherence, encouraging exercise, and improving patients' understanding of dietary changes. However, experiences varied—some patients received detailed instruction on managing hypoglycemia, whereas others got very limited advice. Patients often attended appointments irregularly, mostly to obtain free medicines or for urgent issues, not for regular checkups.",close,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Counseling from doctors greatly affects how well patients stick to medications, start exercising, and comprehend dietary adjustments. Despite this, patients reported differing experiences—some got thorough education on hypoglycemia care, while others had only scant direction. Visits to clinics were sporadic, with patients mainly motivated by access to free medications or emergency needs instead of routine follow-ups.",close,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Physicians’ counseling notably impacts patients' adherence to prescribed medicines, exercise routines, and understanding of nutrition changes. Nevertheless, patients described mixed experiences: some were instructed extensively on hypoglycemia control, others received little guidance. Appointment attendance was inconsistent, with patients typically coming in to secure free drugs or handle urgent concerns rather than for regular monitoring.",close,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","The influence of physician advice is significant in medication compliance, exercise initiation, and dietary knowledge. Still, experiences ranged widely: some patients were well-informed about managing hypoglycemia, while others obtained minimal counseling. Patients showed irregular attendance at appointments, frequently visiting to obtain free medications or address emergencies instead of routine visits.",close,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Doctor-patient counseling has a strong effect on adherence to medication, the adoption of physical activity, and awareness of dietary changes. Yet, patients reported varying quality of education—some had comprehensive hypoglycemia management sessions, whereas others received little information. Appointment attendance was irregular, predominantly driven by the need for free medicines or emergency care rather than scheduled checkups.",close,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Some patients reported difficulty understanding diabetes management despite sporadic counseling, highlighting gaps in education on medication and lifestyle changes.",diverging,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","While counseling was intended to promote lifestyle changes, many patients prioritized urgent health issues over preventive care during clinic visits.",diverging,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Variations in patient engagement affected outcomes, with some individuals receiving little instruction on hypoglycemia and others focusing mainly on obtaining medication.",diverging,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","The study found that inconsistent attendance at appointments limited opportunities for thorough diabetes education, impacting self-management behaviors.",diverging,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.",Patients’ reasons for clinic visits often centered on immediate needs such as acquiring medications rather than receiving ongoing counseling about diet and exercise.,diverging,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.",Community health initiatives often focus on increasing public awareness about nutrition and physical activity to prevent chronic diseases.,distant,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.","Barriers to consistent healthcare access include transportation difficulties, financial constraints, and limited clinic hours in rural areas.",distant,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.",The psychological impact of chronic illness can affect patients' motivation to maintain lifestyle changes prescribed by healthcare providers.,distant,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.",Mobile health applications are increasingly used to support self-monitoring of blood glucose and promote patient engagement.,distant,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.",Training programs for healthcare workers emphasize culturally sensitive communication to improve patient education outcomes.,distant,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.",The migration patterns of monarch butterflies reveal complex navigational behaviors influenced by magnetic fields and climate changes.,unrelated,10.3389/fendo.2020.534873
"Physician counseling significantly influences medication adherence, exercise adoption, and dietary modification understanding. Yet variable experiences emerged -- some received comprehensive education on hypoglycemia management while others received minimal guidance. Patients attended appointments irregularly, primarily seeking free medicines or addressing emergencies rather than routine checkups.",Quantum computing promises to revolutionize encryption by leveraging entanglement and superposition to perform calculations exponentially faster.,unrelated,10.3389/fendo.2020.534873
